UPDATE,PENDFRND,46,21,531,1394283321822584000,1394283321914096000,1,I,InviteFriends
UPDATE,PENDFRND,74,21,466,1394283325443500000,1394283325526244000,1,I,InviteFriends
UPDATE,ACCEPTFRND,77,21,64,1394283325837306000,1394283325872221000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,77,21,65,1394283325837306000,1394283325872221000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,84,21,2186,1394283327414615000,1394283327468120000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,84,21,2187,1394283327414615000,1394283327468120000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,114,21,3527,1394283333546239000,1394283333633732000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,114,21,3528,1394283333546239000,1394283333633732000,-1,D,Unfriendfriend
UPDATE,PENDFRND,142,21,7193,1394283338771042000,1394283338803840000,1,I,InviteFriends
UPDATE,PENDFRND,148,21,13,1394283340151256000,1394283340177775000,-1,D,RejectFriend
UPDATE,PENDFRND,159,21,477,1394283342237763000,1394283342287443000,1,I,InviteFriends
UPDATE,ACCEPTFRND,182,21,728,1394283347655947000,1394283347687893000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,182,21,726,1394283347655947000,1394283347687893000,-1,D,Unfriendfriend
UPDATE,PENDFRND,221,21,7830,1394283355889643000,1394283355903163000,1,I,InviteFriends
UPDATE,ACCEPTFRND,223,21,3759,1394283356452603000,1394283356474864000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,223,21,3757,1394283356452603000,1394283356474864000,-1,D,Unfriendfriend
UPDATE,PENDFRND,240,21,40,1394283359637668000,1394283359686753000,1,I,InviteFriends
UPDATE,PENDFRND,270,21,492,1394283365536708000,1394283365586133000,1,I,InviteFriends
UPDATE,PENDFRND,291,21,1066,1394283370326102000,1394283370341479000,1,I,InviteFriends
UPDATE,PENDFRND,316,21,263,1394283376192543000,1394283376246150000,1,I,InviteFriends
UPDATE,PENDFRND,327,21,3606,1394283377826908000,1394283377921831000,1,I,InviteFriends
UPDATE,PENDFRND,329,21,3846,1394283377924149000,1394283377949465000,1,I,InviteFriends
UPDATE,PENDFRND,330,21,2635,1394283377950722000,1394283378039823000,1,I,InviteFriends
UPDATE,PENDFRND,371,21,3487,1394283388131911000,1394283388185479000,1,I,InviteFriends
UPDATE,PENDFRND,377,21,2642,1394283389904663000,1394283389950181000,1,I,InviteFriends
UPDATE,ACCEPTFRND,388,21,55,1394283392257372000,1394283392337724000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,388,21,54,1394283392257372000,1394283392337724000,-1,D,Unfriendfriend
UPDATE,PENDFRND,398,21,22,1394283395236414000,1394283395331498000,1,I,InviteFriends
UPDATE,PENDFRND,400,21,1461,1394283396110545000,1394283396139254000,1,I,InviteFriends
UPDATE,PENDFRND,431,21,19,1394283401385389000,1394283401422176000,1,I,InviteFriends
UPDATE,ACCEPTFRND,437,21,783,1394283402122780000,1394283402134641000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,437,21,781,1394283402122780000,1394283402134641000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,462,21,2929,1394283407504354000,1394283407552384000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,462,21,2931,1394283407504354000,1394283407552384000,-1,D,Unfriendfriend
UPDATE,PENDFRND,479,21,3572,1394283410148526000,1394283410194905000,1,I,InviteFriends
UPDATE,PENDFRND,487,21,9633,1394283412123690000,1394283412147933000,1,I,InviteFriends
UPDATE,ACCEPTFRND,517,21,5044,1394283417195322000,1394283417347977000,-1,D,Unfriendfriend
