UPDATE,PENDFRND,12,27,1774,1394283325529330000,1394283325599759000,1,I,InviteFriends
UPDATE,PENDFRND,39,27,5668,1394283332530981000,1394283332604986000,1,I,InviteFriends
UPDATE,ACCEPTFRND,54,27,7693,1394283335320361000,1394283335440228000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,54,27,7692,1394283335320361000,1394283335440228000,-1,D,Unfriendfriend
UPDATE,PENDFRND,60,27,717,1394283336387941000,1394283336502151000,1,I,InviteFriends
UPDATE,PENDFRND,68,27,664,1394283337547810000,1394283337586366000,1,I,InviteFriends
UPDATE,PENDFRND,71,27,156,1394283337751131000,1394283337764738000,1,I,InviteFriends
UPDATE,PENDFRND,97,27,300,1394283342241516000,1394283342288584000,1,I,InviteFriends
UPDATE,PENDFRND,130,27,750,1394283348216147000,1394283348252189000,-1,D,RejectFriend
UPDATE,PENDFRND,140,27,0,1394283350775689000,1394283350795060000,1,I,InviteFriends
UPDATE,PENDFRND,144,27,738,1394283351531241000,1394283351574140000,1,I,InviteFriends
UPDATE,ACCEPTFRND,147,27,304,1394283351610140000,1394283351618458000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,147,27,305,1394283351610140000,1394283351618458000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,152,27,1859,1394283352382972000,1394283352391951000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,152,27,1858,1394283352382972000,1394283352391951000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,158,27,5918,1394283353245678000,1394283353327199000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,158,27,5916,1394283353245678000,1394283353327199000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,188,27,5574,1394283360064101000,1394283360103441000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,188,27,5572,1394283360064101000,1394283360103441000,-1,D,Unfriendfriend
UPDATE,PENDFRND,200,27,9616,1394283362336033000,1394283362352359000,1,I,InviteFriends
UPDATE,ACCEPTFRND,247,27,601,1394283374216863000,1394283374291682000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,247,27,602,1394283374216863000,1394283374291682000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,270,27,168,1394283379945158000,1394283379993339000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,270,27,166,1394283379945158000,1394283379993339000,-1,D,Unfriendfriend
UPDATE,PENDFRND,272,27,130,1394283380386277000,1394283380437556000,-1,D,RejectFriend
UPDATE,ACCEPTFRND,273,27,4702,1394283380438593000,1394283380511652000,1,I,AcceptFriend
UPDATE,ACCEPTFRND,273,27,1421,1394283380438593000,1394283380511652000,1,I,AcceptFriend
