UPDATE,PENDFRND,23,46,4827,1394283323243502000,1394283323432359000,1,I,InviteFriends
UPDATE,ACCEPTFRND,24,46,19,1394283323433447000,1394283323486569000,1,I,AcceptFriend
UPDATE,ACCEPTFRND,24,46,255,1394283323433447000,1394283323486569000,1,I,AcceptFriend
UPDATE,PENDFRND,24,46,255,1394283323433447000,1394283323486569000,-1,D,AcceptFriend
UPDATE,PENDFRND,35,46,142,1394283325196810000,1394283325276039000,1,I,InviteFriends
UPDATE,PENDFRND,144,46,8744,1394283345053515000,1394283345094811000,1,I,InviteFriends
UPDATE,PENDFRND,169,46,0,1394283350679032000,1394283350714447000,-1,D,RejectFriend
UPDATE,ACCEPTFRND,199,46,42,1394283356435258000,1394283356446249000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,199,46,41,1394283356435258000,1394283356446249000,-1,D,Unfriendfriend
UPDATE,PENDFRND,211,46,343,1394283359009864000,1394283359027702000,1,I,InviteFriends
UPDATE,PENDFRND,253,46,8669,1394283369027851000,1394283369072752000,1,I,InviteFriends
UPDATE,ACCEPTFRND,262,46,3630,1394283371030584000,1394283371079631000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,262,46,3632,1394283371030584000,1394283371079631000,-1,D,Unfriendfriend
UPDATE,PENDFRND,273,46,690,1394283372903007000,1394283372912493000,1,I,InviteFriends
UPDATE,ACCEPTFRND,283,46,144,1394283375031461000,1394283375055005000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,283,46,146,1394283375031461000,1394283375055005000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,293,46,137,1394283377012766000,1394283377036144000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,293,46,135,1394283377012766000,1394283377036144000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,299,46,1517,1394283377679807000,1394283377718219000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,299,46,1516,1394283377679807000,1394283377718219000,-1,D,Unfriendfriend
UPDATE,PENDFRND,300,46,246,1394283377723789000,1394283377741787000,1,I,InviteFriends
UPDATE,PENDFRND,310,46,1667,1394283379408698000,1394283379483250000,1,I,InviteFriends
UPDATE,ACCEPTFRND,352,46,7,1394283389149428000,1394283389229540000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,352,46,8,1394283389149428000,1394283389229540000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,392,46,679,1394283398121500000,1394283398151861000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,392,46,181,1394283398121500000,1394283398151861000,-1,D,Unfriendfriend
UPDATE,PENDFRND,406,46,8148,1394283402992986000,1394283403025359000,1,I,InviteFriends
UPDATE,PENDFRND,441,46,7,1394283412373211000,1394283412403823000,-1,D,RejectFriend
UPDATE,PENDFRND,444,46,12,1394283413053884000,1394283413168010000,1,I,InviteFriends
UPDATE,ACCEPTFRND,487,46,2667,1394283423069736000,1394283423097743000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,487,46,2666,1394283423069736000,1394283423097743000,-1,D,Unfriendfriend
UPDATE,PENDFRND,491,46,1624,1394283423868328000,1394283423954889000,1,I,InviteFriends
UPDATE,PENDFRND,497,46,316,1394283425144135000,1394283425286672000,1,I,InviteFriends
UPDATE,ACCEPTFRND,506,46,390,1394283426937071000,1394283427024881000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,506,46,389,1394283426937071000,1394283427024881000,-1,D,Unfriendfriend
UPDATE,PENDFRND,514,46,454,1394283427612938000,1394283427799971000,1,I,InviteFriends
UPDATE,PENDFRND,516,46,62,1394283428433634000,1394283428450884000,1,I,InviteFriends
UPDATE,PENDFRND,532,46,7009,1394283433854051000,1394283433941801000,1,I,InviteFriends
UPDATE,ACCEPTFRND,547,46,5455,1394283437919257000,1394283437946668000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,547,46,5457,1394283437919257000,1394283437946668000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,550,46,8892,1394283438877332000,1394283438973022000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,550,46,8893,1394283438877332000,1394283438973022000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,564,46,368,1394283441285988000,1394283441390637000,-1,D,Unfriendfriend
UPDATE,ACCEPTFRND,564,46,366,1394283441285988000,1394283441390637000,-1,D,Unfriendfriend
UPDATE,PENDFRND,586,46,100,1394283445298691000,1394283445391438000,-1,D,RejectFriend
UPDATE,ACCEPTFRND,600,46,322,1394283448245356000,1394283448276621000,1,I,AcceptFriend
UPDATE,ACCEPTFRND,600,46,59,1394283448245356000,1394283448276621000,1,I,AcceptFriend
UPDATE,PENDFRND,600,46,59,1394283448245356000,1394283448276621000,-1,D,AcceptFriend
UPDATE,PENDFRND,614,46,618,1394283451412135000,1394283451452363000,1,I,InviteFriends
UPDATE,ACCEPTFRND,617,46,244,1394283452134386000,1394283452194709000,1,I,AcceptFriend
UPDATE,ACCEPTFRND,617,46,9699,1394283452134386000,1394283452194709000,1,I,AcceptFriend
UPDATE,PENDFRND,617,46,9699,1394283452134386000,1394283452194709000,-1,D,AcceptFriend
